objectid,objectnumber,title,displaydate,datebegin,dateend,displaymaker,displayculture,displayperiod,medium,classification,displaygeography,accessionyear,department
86319,x1975-77.3,Christ as the Redeemer. Drapery Between the Knees,1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86360,x1975-77.19 a,"Lower Angel to Observer's Right. Head, Nearly Front Face, as seen from in Front",1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86344,x1975-77.28,"Hope. Hair, Veil and Wing",1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86324,x1975-77.8,Upper Angel to Observer's Left. Right Hand,1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86352,x1975-77.2 a,Christ as the Redeemer. Right Foot with Drapery Drawn Across the Ankle,1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86326,x1975-77.10,Upper Angel to Observer's Right. Head,1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86340,x1975-77.24,Faith. Left Hand with the Drapery over the Arm,1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86318,x1975-77.2,Christ as the Redeemer. Left Hand,1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86357,x1975-77.13 a,"Lower Angel to Observer's Left. Head, Facing Rights, as Seen from the Left",1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86022,x1977-51 a-m,Mexican Sculpture,1924–40,1924,1940,"Clarence Kennedy, American, 1892–1972",,,Bound album with thirteen gelatin silver prints,Photographs,,1977-01-01,Photography
86310,x1975-78.29,Flying Angel Above the Head of the Bier. Upper Part of the Figure,1933,1933,1933,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86365,x1975-77.23 a,"Faith. Head, in Profile to the Right, as seen from the Left",1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86290,x1975-78.9,Sarcophagus. Motive in Inlaid Marbles from the Base,1933,1933,1933,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86317,x1975-77.1,Christ as the Redeemer. Head,1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86359,x1975-77.16 a,Lower Angel to Observer's Left. Drapery below the Waist,1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
67602,x1980-353,"Clarence Bates, La Grande, Oregon",1941,1941,1941,"Minor White, American, 1908–1976",,,Gelatin silver print,Photographs,"Place depicted: North America, United States, Oregon, La Grande, Grande Ronde Valley",1980-01-01,Photography Archives
67603,x1980-354,"Clarence Bates, La Grande, Oregon",1941,1941,1941,"Minor White, American, 1908–1976",,,Gelatin silver print,Photographs,"Place depicted: North America, United States, Oregon, La Grande, Grande Ronde Valley",1980-01-01,Photography Archives
40800,x1983-1303,Woman seated in the woods,ca. 1909 – 1910,1909,1910,"Clarence H. White, American, 1871–1925",,,,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
50548,x1983-805,"Estates and their grounds, Newport, RI.",1907,1907,1907,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States, Rhode Island, Newport",1983-01-01,Photography Archives
18643,x1993-183,San Francisco Victorian,1952,1952,1952,"Clarence John Laughlin, American, 1905–1985",,,Gelatin silver print,Photographs,,1993-01-01,Photography
18637,x1993-180,The Bat,1940,1940,1940,"Clarence John Laughlin, American, 1905–1985",,,Gelatin silver print,Photographs,,1993-01-01,Photography
50628,x1983-328,Portrait of Annette Kellermann diving [2/4],1909,1909,1909,"Clarence H. White, American, 1871–1925",,,"Unknown
",Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
86371,x1975-77.28 c,Hope. Drapery Falling Behind the Left Thigh,1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86345,x1975-77.29,Hope. Fold of Drapery Falling Between the Legs,1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
13893,x1977-51 f,Head and shoulders of dragon-like monster,1924–40,1924,1940,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,,1977-01-01,Photography
86342,x1975-77.26,Faith. Right Leg and Foot,1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86351,x1975-77.1 c,Christ as the Redeemer. Drapery below the Waist,1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86361,x1975-77.19 b,"Lower Angel to Observer's Right. Head, Facing Right, as seen from Considerably to the Left",1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
13890,x1977-51 c,Mayan stone head with eagle cap,1924–40,1924,1940,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,,1977-01-01,Photography
86369,x1975-77.28 a,Hope. Floating Drapery Behind the Waist,1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86358,x1975-77.13 b,"Lower Angel to Observer's Left. Head, Facing Slightly Left, as Seen from the Right",1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86353,x1975-77.5 a,"Christ as the Redeemer. Head of Cherub, from the Front",1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86367,x1975-77.25 a,Faith. Mutilated Drapery Floating Above the Left Foot,1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86363,x1975-77.20 a,Lower Angel to Observer's Right. Drapery below the waist,1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86366,x1975-77.24 a,Faith. Drapery Behind the Left Thigh,1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86332,x1975-77.16,Lower Angel to Observer's Left. Hands and Arms,1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86313,x1975-78.32,Flying Angel About the Foot of the Bier. Head,1933,1933,1933,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86203,x1975-76.52,Tympanum,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86221,x1975-75.4,Pediment. Whole,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
18442,x1993-126,"North Porch, Erechtheion, Athens",ca. 1928,1923,1933,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: Europe, Greece, Athens, Erechtheion",1993-01-01,Photography
86227,x1975-75.10,Pediment. Herakles,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86320,x1975-77.4,Christ as the Redeemer. Left Foot Resting on Wing of Cherub,1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86158,x1975-76.7,"The Pietà, The Left Hand of Saint John",1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86304,x1975-78.23,Angel Bearing a Palm. Foot,1933,1933,1933,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86152,x1975-76.1,"The Tabernacle, with the Figures Supporting the Candelabra, and the Pietà, as Reconstructed in 1677",1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86301,x1975-78.20,Angel Bearing a Crown. Foot,1933,1933,1933,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86208,x1975-76.57,"Tympanum. Adoring Putto to Observer's Left. Head, in Profile to Observer's Right",1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86240,x1975-75.23,West Frieze. The Horses of Aphrodite (?),1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86195,x1975-76.44,Frieze. Head of Cherub to Observer's Left,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86186,x1975-76.35,Pilaster to Observer's Left. Base,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86286,x1975-78.5,Base. Head of the Unicorn,1933,1933,1933,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86174,x1975-76.23,Decorative Panel Now Behind the Altar. Rectangular Base of Candelabrum in Relief,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86200,x1975-76.49,Frieze. Head of Last Cherub to Observer's Right,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86170,x1975-76.19,Figure Whose Right Hand Supports Candelabrum. Right Arm,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86257,x1975-75.40,East Frieze. Chariot Horses Facing Right. Heads of Two Horses to the Left,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86177,x1975-76.26,Decorative Panel Now Behind the Altar. Flaming Top of Candelabrum in Relief,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86185,x1975-76.34,Head of a Cherub in the Spandrel to Observer's Right,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86239,x1975-75.22,West Frieze. Aphrodite (?). Drapery,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86172,x1975-76.21,Figure Whose Right Hand Supports Candelabrum. Drapery at Girdle,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86199,x1975-76.48,Frieze. Head of Third Cherub to Observer's Left,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86167,x1975-76.16,"Figure Whose Right Hand Supports Candelabrum. Whole, Facing Two Thirds Left",1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
13944,x1977-51 g,Mayan stone head with headdress,1924–40,1924,1940,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,,1977-01-01,Photography
86327,x1975-77.11,Upper Angel to Observer's Right. Drapery below the Waist,1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86328,x1975-77.12,Upper Angel to Observer's Right. Left Foot,1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
13260,x1977-51 b,Mayan stone head with jaguar cap,1924–40,1924,1940,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,,1977-01-01,Photography
86330,x1975-77.14,Lower Angel to Observer's Left. Right Wing,1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86346,x1975-77.30,Hope. Drapery Floating Behind the Left Leg,1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86329,x1975-77.13,"Lower Angel to Observer's Left. Head, Facing Slightly Right, as Seen from in Front",1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86339,x1975-77.23,"Faith. Head, Not Quite in Profile to the Right, as seen from in Front",1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86364,x1975-77.20 b,Lower Angel to Observer's Right. Drapery at the Bend of the Right Knee,1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86337,x1975-77.21,Lower Angel to Observer's Right. Fold of Drapery Floating Behind the Left Leg,1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
86335,x1975-77.19,"Lower Angel to Observer's Right. Head, Facing Slightly Right, as seen from the Left",1932,1932,1932,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
67621,x1980-356,"Clarence Bates, La Grande, Oregon",1941,1941,1941,"Minor White, American, 1908–1976",,,Gelatin silver print,Photographs,"Place depicted: North America, United States, Oregon, La Grande, Grande Ronde Valley",1980-01-01,Photography Archives
67620,x1980-355,"Clarence Bates, La Grande, Oregon",1941,1941,1941,"Minor White, American, 1908–1976",,,Gelatin silver print,Photographs,"Place depicted: North America, United States, Oregon, La Grande, Grande Ronde Valley",1980-01-01,Photography Archives
15631,x1984-17,The Masks Grow to Us,"1947, printed 1981",1947,1947,"Clarence John Laughlin, American, 1905–1985",,,Gelatin silver print,Photographs,,1984-01-01,Photography
40905,x1983-950,Lewis White (?) in garden,ca. 1905,1905,1905,"Clarence H. White, American, 1871–1925",,,Waxed platinum print,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
42153,x1983-848,A White Flower,ca. 1900–1905,1900,1905,"Clarence H. White, American, 1871–1925",,,Platinum print,Photographs,"Place made: North America, United States",1983-01-01,Photography Archives
40672,CHW 005,"Jane Felix White and Clarence H. White, Jr.",ca. 1908–1910,1908,0,"Clarence H. White, American, 1871–1925",,,Autochrome,Photographs,,,Photography Archives
86201,x1975-76.50,Cornice. Section to Observer's Left,1929,1929,1929,"Clarence Kennedy, American, 1892–1972",,,Gelatin silver print,Photographs,"Place made: North America, United States, Massachusetts, Northampton",1975-01-01,Photography
